version,variant,feature_set,target,subject_id,mae_min,mae_min_old,mae_min_diff,r2
v0101,with_abs,EMG+NIRS+HRV,lt1,S011,3.2242,,,0.206
v0101,with_abs,EMG+NIRS+HRV,lt1,S012,3.3871,,,-0.063
v0101,with_abs,EMG+NIRS+HRV,lt1,S013,5.6837,,,-0.187
v0101,with_abs,EMG+NIRS+HRV,lt1,S014,4.3134,,,0.109
v0101,with_abs,EMG+NIRS+HRV,lt1,S016,3.5387,,,0.164
v0101,with_abs,EMG+NIRS+HRV,lt1,S017,4.7568,,,-0.181
v0101,with_abs,EMG+NIRS+HRV,lt1,S018,4.0208,,,0.172
v0101,with_abs,EMG+NIRS+HRV,lt1,S019,6.2555,,,0.122
v0101,with_abs,EMG,lt2,S001,4.4847,4.4847,0.0,0.175
v0101,with_abs,EMG,lt2,S002,4.4703,4.4703,0.0,-1.188
v0101,with_abs,EMG,lt2,S003,7.1728,7.1728,0.0,-0.489
v0101,with_abs,EMG,lt2,S004,3.999,3.999,0.0,-0.436
v0101,with_abs,EMG,lt2,S005,4.8528,4.8528,0.0,0.075
v0101,with_abs,EMG,lt2,S006,3.2283,3.2283,0.0,-0.344
v0101,with_abs,EMG,lt2,S007,9.1855,9.1855,0.0,-12.764
v0101,with_abs,EMG,lt2,S008,4.7077,4.7077,0.0,-1.506
v0101,with_abs,EMG,lt2,S009,9.5686,9.5686,0.0,-0.895
v0101,with_abs,EMG,lt2,S010,8.224,8.224,0.0,-0.756
v0101,with_abs,EMG,lt2,S011,3.8413,3.8413,0.0,-0.101
v0101,with_abs,EMG,lt2,S012,3.1344,3.1344,0.0,0.004
v0101,with_abs,EMG,lt2,S013,6.4535,6.4535,0.0,-0.525
v0101,with_abs,EMG,lt2,S014,4.554,4.554,0.0,0.005
v0101,with_abs,EMG,lt2,S016,3.9561,3.9561,0.0,-0.179
v0101,with_abs,EMG,lt2,S017,5.6154,5.6154,0.0,-0.679
v0101,with_abs,EMG,lt2,S018,5.8299,5.8299,0.0,-8.953
v0101,with_abs,EMG,lt2,S019,7.9481,7.9481,0.0,-0.592
v0101,with_abs,NIRS,lt2,S001,4.9798,4.9798,0.0,-0.0
v0101,with_abs,NIRS,lt2,S002,4.5378,4.5378,0.0,-1.243
v0101,with_abs,NIRS,lt2,S003,7.4345,7.4345,0.0,-0.541
v0101,with_abs,NIRS,lt2,S004,4.0363,4.0363,0.0,-0.476
v0101,with_abs,NIRS,lt2,S005,4.8533,4.8533,0.0,0.073
v0101,with_abs,NIRS,lt2,S006,3.2288,3.2288,0.0,-0.36
v0101,with_abs,NIRS,lt2,S007,9.2804,9.2804,0.0,-13.029
v0101,with_abs,NIRS,lt2,S008,4.8081,4.8081,0.0,-1.603
v0101,with_abs,NIRS,lt2,S009,9.7862,9.7862,0.0,-0.954
v0101,with_abs,NIRS,lt2,S010,8.3846,8.3846,0.0,-0.797
v0101,with_abs,NIRS,lt2,S011,3.9771,3.9771,0.0,-0.164
v0101,with_abs,NIRS,lt2,S012,3.3991,3.3991,0.0,-0.092
v0101,with_abs,NIRS,lt2,S013,6.4674,6.4674,0.0,-0.545
v0101,with_abs,NIRS,lt2,S014,4.8198,4.8198,0.0,-0.085
v0101,with_abs,NIRS,lt2,S016,4.2583,4.2583,0.0,-0.287
v0101,with_abs,NIRS,lt2,S017,5.575,5.575,0.0,-0.691
v0101,with_abs,NIRS,lt2,S018,5.9258,5.9258,0.0,-9.25
v0101,with_abs,NIRS,lt2,S019,7.8737,7.8737,0.0,-0.582
v0101,with_abs,EMG+NIRS,lt2,S001,4.4654,4.4654,0.0,0.174
v0101,with_abs,EMG+NIRS,lt2,S002,4.4777,4.4777,0.0,-1.189
v0101,with_abs,EMG+NIRS,lt2,S003,7.438,7.438,0.0,-0.538
v0101,with_abs,EMG+NIRS,lt2,S004,3.9725,3.9725,0.0,-0.429
v0101,with_abs,EMG+NIRS,lt2,S005,4.8452,4.8452,0.0,0.078
v0101,with_abs,EMG+NIRS,lt2,S006,3.2272,3.2272,0.0,-0.344
v0101,with_abs,EMG+NIRS,lt2,S007,9.1809,9.1809,0.0,-12.751
v0101,with_abs,EMG+NIRS,lt2,S008,4.6929,4.6929,0.0,-1.496
v0101,with_abs,EMG+NIRS,lt2,S009,9.6185,9.6185,0.0,-0.903
v0101,with_abs,EMG+NIRS,lt2,S010,8.3275,8.3275,0.0,-0.773
v0101,with_abs,EMG+NIRS,lt2,S011,3.8464,3.8464,0.0,-0.1
v0101,with_abs,EMG+NIRS,lt2,S012,3.0706,3.0706,0.0,0.025
v0101,with_abs,EMG+NIRS,lt2,S013,6.4007,6.4007,0.0,-0.511
v0101,with_abs,EMG+NIRS,lt2,S014,4.5363,4.5363,0.0,0.012
v0101,with_abs,EMG+NIRS,lt2,S016,3.904,3.904,0.0,-0.169
v0101,with_abs,EMG+NIRS,lt2,S017,5.6047,5.6047,0.0,-0.677
v0101,with_abs,EMG+NIRS,lt2,S018,5.8356,5.8356,0.0,-8.97
v0101,with_abs,EMG+NIRS,lt2,S019,7.9753,7.9753,0.0,-0.601
v0101,with_abs,EMG+NIRS+HRV,lt2,S001,4.4771,4.4771,0.0,0.176
v0101,with_abs,EMG+NIRS+HRV,lt2,S002,4.434,4.434,0.0,-1.178
v0101,with_abs,EMG+NIRS+HRV,lt2,S003,7.3417,7.3417,0.0,-0.513
v0101,with_abs,EMG+NIRS+HRV,lt2,S004,4.0283,4.0283,0.0,-0.448
v0101,with_abs,EMG+NIRS+HRV,lt2,S005,4.7338,4.7338,0.0,0.117
v0101,with_abs,EMG+NIRS+HRV,lt2,S006,3.0704,3.0704,0.0,-0.284
v0101,with_abs,EMG+NIRS+HRV,lt2,S007,9.1816,9.1816,0.0,-12.753
v0101,with_abs,EMG+NIRS+HRV,lt2,S008,4.7423,4.7423,0.0,-1.511
v0101,with_abs,EMG+NIRS+HRV,lt2,S009,9.3658,9.3658,0.0,-0.874
v0101,with_abs,EMG+NIRS+HRV,lt2,S010,8.1877,8.1877,0.0,-0.755
v0101,with_abs,EMG+NIRS+HRV,lt2,S011,3.7428,3.7428,0.0,-0.059
v0101,with_abs,EMG+NIRS+HRV,lt2,S012,3.0547,3.0547,0.0,0.028
v0101,with_abs,EMG+NIRS+HRV,lt2,S013,6.2255,6.2255,0.0,-0.47
v0101,with_abs,EMG+NIRS+HRV,lt2,S014,4.5958,4.5958,0.0,0.008
v0101,with_abs,EMG+NIRS+HRV,lt2,S016,3.9819,3.9819,0.0,-0.183
v0101,with_abs,EMG+NIRS+HRV,lt2,S017,5.4996,5.4996,0.0,-0.654
v0101,with_abs,EMG+NIRS+HRV,lt2,S018,5.8295,5.8295,0.0,-8.952
v0101,with_abs,EMG+NIRS+HRV,lt2,S019,7.7602,7.7602,0.0,-0.55
v0101,noabs,EMG,lt1,S001,6.1295,,,-0.763
v0101,noabs,EMG,lt1,S002,3.2255,,,-0.032
v0101,noabs,EMG,lt1,S003,6.4399,,,0.058
v0101,noabs,EMG,lt1,S004,3.4359,,,0.037
v0101,noabs,EMG,lt1,S005,7.4254,,,-0.991
v0101,noabs,EMG,lt1,S006,2.3876,,,0.284
v0101,noabs,EMG,lt1,S007,5.1219,,,-0.361
v0101,noabs,EMG,lt1,S008,3.2122,,,-0.093
v0101,noabs,EMG,lt1,S009,9.8098,,,-0.966
v0101,noabs,EMG,lt1,S010,6.4746,,,0.063
v0101,noabs,EMG,lt1,S011,3.3241,,,0.184
v0101,noabs,EMG,lt1,S012,3.2773,,,-0.133
v0101,noabs,EMG,lt1,S013,5.5976,,,-0.171
v0101,noabs,EMG,lt1,S014,4.2902,,,0.11
v0101,noabs,EMG,lt1,S016,3.3764,,,0.183
v0101,noabs,EMG,lt1,S017,4.8311,,,-0.259
v0101,noabs,EMG,lt1,S018,3.9154,,,0.222
v0101,noabs,EMG,lt1,S019,6.3938,,,0.089
v0101,noabs,NIRS,lt1,S001,6.431,,,-0.836
v0101,noabs,NIRS,lt1,S002,2.7829,,,0.2
v0101,noabs,NIRS,lt1,S003,6.5449,,,0.034
v0101,noabs,NIRS,lt1,S004,3.2046,,,0.166
v0101,noabs,NIRS,lt1,S005,7.2514,,,-0.947
v0101,noabs,NIRS,lt1,S006,2.5843,,,0.213
v0101,noabs,NIRS,lt1,S007,5.5315,,,-0.526
v0101,noabs,NIRS,lt1,S008,3.2504,,,-0.126
v0101,noabs,NIRS,lt1,S009,9.0153,,,-0.703
v0101,noabs,NIRS,lt1,S010,6.4412,,,0.065
v0101,noabs,NIRS,lt1,S011,3.4888,,,0.114
v0101,noabs,NIRS,lt1,S012,3.4484,,,-0.137
v0101,noabs,NIRS,lt1,S013,5.7716,,,-0.215
v0101,noabs,NIRS,lt1,S014,4.4396,,,0.054
v0101,noabs,NIRS,lt1,S016,3.9447,,,-0.026
v0101,noabs,NIRS,lt1,S017,4.8616,,,-0.271
v0101,noabs,NIRS,lt1,S018,4.4357,,,0.026
v0101,noabs,NIRS,lt1,S019,6.3549,,,0.079
v0101,noabs,EMG+NIRS,lt1,S001,6.2135,,,-0.796
v0101,noabs,EMG+NIRS,lt1,S002,3.1813,,,0.015
v0101,noabs,EMG+NIRS,lt1,S003,6.3829,,,0.079
v0101,noabs,EMG+NIRS,lt1,S004,3.2192,,,0.147
v0101,noabs,EMG+NIRS,lt1,S005,7.1818,,,-0.898
v0101,noabs,EMG+NIRS,lt1,S006,2.3061,,,0.3
v0101,noabs,EMG+NIRS,lt1,S007,5.1667,,,-0.376
v0101,noabs,EMG+NIRS,lt1,S008,3.0879,,,0.006
v0101,noabs,EMG+NIRS,lt1,S009,9.3455,,,-0.776
v0101,noabs,EMG+NIRS,lt1,S010,6.442,,,0.073
v0101,noabs,EMG+NIRS,lt1,S011,3.2603,,,0.2
v0101,noabs,EMG+NIRS,lt1,S012,3.4597,,,-0.139
v0101,noabs,EMG+NIRS,lt1,S013,5.6592,,,-0.191
v0101,noabs,EMG+NIRS,lt1,S014,4.2629,,,0.109
v0101,noabs,EMG+NIRS,lt1,S016,3.522,,,0.166
v0101,noabs,EMG+NIRS,lt1,S017,4.8202,,,-0.23
v0101,noabs,EMG+NIRS,lt1,S018,3.9897,,,0.206
v0101,noabs,EMG+NIRS,lt1,S019,6.3884,,,0.092
v0101,noabs,EMG+NIRS+HRV,lt1,S001,6.3601,,,-0.845
v0101,noabs,EMG+NIRS+HRV,lt1,S002,2.9445,,,0.16
v0101,noabs,EMG+NIRS+HRV,lt1,S003,6.4656,,,0.053
v0101,noabs,EMG+NIRS+HRV,lt1,S004,3.258,,,0.118
v0101,noabs,EMG+NIRS+HRV,lt1,S005,7.2748,,,-0.942
v0101,noabs,EMG+NIRS+HRV,lt1,S006,2.3514,,,0.299
v0101,noabs,EMG+NIRS+HRV,lt1,S007,5.1837,,,-0.387
v0101,noabs,EMG+NIRS+HRV,lt1,S008,2.8233,,,0.167
v0101,noabs,EMG+NIRS+HRV,lt1,S009,9.1355,,,-0.684
v0101,noabs,EMG+NIRS+HRV,lt1,S010,6.45,,,0.071
v0101,noabs,EMG+NIRS+HRV,lt1,S011,3.2315,,,0.206
v0101,noabs,EMG+NIRS+HRV,lt1,S012,3.3745,,,-0.059
v0101,noabs,EMG+NIRS+HRV,lt1,S013,5.7047,,,-0.204
v0101,noabs,EMG+NIRS+HRV,lt1,S014,4.3259,,,0.108
v0101,noabs,EMG+NIRS+HRV,lt1,S016,3.5344,,,0.167
v0101,noabs,EMG+NIRS+HRV,lt1,S017,4.764,,,-0.194
v0101,noabs,EMG+NIRS+HRV,lt1,S018,3.9037,,,0.215
v0101,noabs,EMG+NIRS+HRV,lt1,S019,6.2164,,,0.131
v0101,noabs,EMG,lt2,S001,4.457,4.457,0.0,0.178
v0101,noabs,EMG,lt2,S002,4.4728,4.4728,0.0,-1.189
v0101,noabs,EMG,lt2,S003,7.1471,7.1471,0.0,-0.485
v0101,noabs,EMG,lt2,S004,4.0172,4.0172,0.0,-0.444
v0101,noabs,EMG,lt2,S005,4.8316,4.8316,0.0,0.083
v0101,noabs,EMG,lt2,S006,3.2265,3.2265,0.0,-0.343
v0101,noabs,EMG,lt2,S007,9.193,9.193,0.0,-12.785
v0101,noabs,EMG,lt2,S008,4.6808,4.6808,0.0,-1.498
v0101,noabs,EMG,lt2,S009,9.5582,9.5582,0.0,-0.893
v0101,noabs,EMG,lt2,S010,8.2798,8.2798,0.0,-0.764
v0101,noabs,EMG,lt2,S011,3.7881,3.7881,0.0,-0.079
v0101,noabs,EMG,lt2,S012,3.0778,3.0778,0.0,0.016
v0101,noabs,EMG,lt2,S013,6.4923,6.4923,0.0,-0.527
v0101,noabs,EMG,lt2,S014,4.6105,4.6105,0.0,-0.013
v0101,noabs,EMG,lt2,S016,3.9946,3.9946,0.0,-0.187
v0101,noabs,EMG,lt2,S017,5.6352,5.6352,0.0,-0.682
v0101,noabs,EMG,lt2,S018,5.8358,5.8358,0.0,-8.971
v0101,noabs,EMG,lt2,S019,7.9751,7.9751,0.0,-0.601
v0101,noabs,NIRS,lt2,S001,4.9764,4.9764,0.0,-0.0
v0101,noabs,NIRS,lt2,S002,4.5365,4.5365,0.0,-1.268
v0101,noabs,NIRS,lt2,S003,7.3389,7.3389,0.0,-0.519
v0101,noabs,NIRS,lt2,S004,4.0002,4.0002,0.0,-0.466
v0101,noabs,NIRS,lt2,S005,4.8573,4.8573,0.0,0.07
v0101,noabs,NIRS,lt2,S006,3.1682,3.1682,0.0,-0.336
v0101,noabs,NIRS,lt2,S007,9.272,9.272,0.0,-13.005
v0101,noabs,NIRS,lt2,S008,4.6556,4.6556,0.0,-1.532
v0101,noabs,NIRS,lt2,S009,9.612,9.612,0.0,-0.916
v0101,noabs,NIRS,lt2,S010,8.3609,8.3609,0.0,-0.788
v0101,noabs,NIRS,lt2,S011,3.9745,3.9745,0.0,-0.164
v0101,noabs,NIRS,lt2,S012,3.2195,3.2195,0.0,-0.058
v0101,noabs,NIRS,lt2,S013,6.5008,6.5008,0.0,-0.556
v0101,noabs,NIRS,lt2,S014,4.815,4.815,0.0,-0.082
v0101,noabs,NIRS,lt2,S016,4.1597,4.1597,0.0,-0.268
v0101,noabs,NIRS,lt2,S017,5.5775,5.5775,0.0,-0.685
v0101,noabs,NIRS,lt2,S018,5.9287,5.9287,0.0,-9.259
v0101,noabs,NIRS,lt2,S019,7.8486,7.8486,0.0,-0.577
v0101,noabs,EMG+NIRS,lt2,S001,4.5312,4.5312,0.0,0.16
v0101,noabs,EMG+NIRS,lt2,S002,4.4691,4.4691,0.0,-1.183
v0101,noabs,EMG+NIRS,lt2,S003,7.3872,7.3872,0.0,-0.523
v0101,noabs,EMG+NIRS,lt2,S004,3.9351,3.9351,0.0,-0.423
v0101,noabs,EMG+NIRS,lt2,S005,4.8703,4.8703,0.0,0.067
v0101,noabs,EMG+NIRS,lt2,S006,3.2284,3.2284,0.0,-0.345
v0101,noabs,EMG+NIRS,lt2,S007,9.1853,9.1853,0.0,-12.763
v0101,noabs,EMG+NIRS,lt2,S008,4.6895,4.6895,0.0,-1.496
v0101,noabs,EMG+NIRS,lt2,S009,9.5712,9.5712,0.0,-0.897
v0101,noabs,EMG+NIRS,lt2,S010,8.3041,8.3041,0.0,-0.77
v0101,noabs,EMG+NIRS,lt2,S011,3.8649,3.8649,0.0,-0.107
v0101,noabs,EMG+NIRS,lt2,S012,3.0916,3.0916,0.0,0.027
v0101,noabs,EMG+NIRS,lt2,S013,6.5646,6.5646,0.0,-0.566
v0101,noabs,EMG+NIRS,lt2,S014,4.5863,4.5863,0.0,0.004
v0101,noabs,EMG+NIRS,lt2,S016,3.8735,3.8735,0.0,-0.162
v0101,noabs,EMG+NIRS,lt2,S017,5.5957,5.5957,0.0,-0.677
v0101,noabs,EMG+NIRS,lt2,S018,5.8273,5.8273,0.0,-8.945
v0101,noabs,EMG+NIRS,lt2,S019,7.9711,7.9711,0.0,-0.6
v0101,noabs,EMG+NIRS+HRV,lt2,S001,4.504,4.504,0.0,0.172
v0101,noabs,EMG+NIRS+HRV,lt2,S002,4.4196,4.4196,0.0,-1.177
v0101,noabs,EMG+NIRS+HRV,lt2,S003,7.2605,7.2605,0.0,-0.495
v0101,noabs,EMG+NIRS+HRV,lt2,S004,3.9057,3.9057,0.0,-0.409
v0101,noabs,EMG+NIRS+HRV,lt2,S005,4.8166,4.8166,0.0,0.089
v0101,noabs,EMG+NIRS+HRV,lt2,S006,3.1835,3.1835,0.0,-0.32
v0101,noabs,EMG+NIRS+HRV,lt2,S007,9.1863,9.1863,0.0,-12.766
v0101,noabs,EMG+NIRS+HRV,lt2,S008,4.7242,4.7242,0.0,-1.506
v0101,noabs,EMG+NIRS+HRV,lt2,S009,9.373,9.373,0.0,-0.875
v0101,noabs,EMG+NIRS+HRV,lt2,S010,8.2056,8.2056,0.0,-0.757
v0101,noabs,EMG+NIRS+HRV,lt2,S011,3.7871,3.7871,0.0,-0.076
v0101,noabs,EMG+NIRS+HRV,lt2,S012,3.0536,3.0536,0.0,0.03
v0101,noabs,EMG+NIRS+HRV,lt2,S013,6.2521,6.2521,0.0,-0.478
v0101,noabs,EMG+NIRS+HRV,lt2,S014,4.6377,4.6377,0.0,-0.006
v0101,noabs,EMG+NIRS+HRV,lt2,S016,3.9744,3.9744,0.0,-0.184
v0101,noabs,EMG+NIRS+HRV,lt2,S017,5.5805,5.5805,0.0,-0.672
v0101,noabs,EMG+NIRS+HRV,lt2,S018,5.8387,5.8387,0.0,-8.98
v0101,noabs,EMG+NIRS+HRV,lt2,S019,7.8247,7.8247,0.0,-0.561
v0102,with_abs,EMG,lt1,S001,6.8909,,,-1.354
v0102,with_abs,EMG,lt1,S002,3.3879,,,-0.12
v0102,with_abs,EMG,lt1,S003,8.3908,,,-0.573
v0102,with_abs,EMG,lt1,S004,4.2166,,,-0.552
v0102,with_abs,EMG,lt1,S005,6.489,,,-0.664
v0102,with_abs,EMG,lt1,S006,3.9713,,,-1.056
v0102,with_abs,EMG,lt1,S007,4.6512,,,0.025
v0102,with_abs,EMG,lt1,S008,3.0109,,,0.079
v0102,with_abs,EMG,lt1,S009,7.9549,,,-0.227
v0102,with_abs,EMG,lt1,S010,8.3994,,,-0.598
v0102,with_abs,EMG,lt1,S011,4.6115,,,-0.535
v0102,with_abs,EMG,lt1,S012,3.4553,,,-0.049
v0102,with_abs,EMG,lt1,S013,7.3316,,,-1.06
v0102,with_abs,EMG,lt1,S014,5.5224,,,-0.459
v0102,with_abs,EMG,lt1,S016,4.1803,,,-0.183
v0102,with_abs,EMG,lt1,S017,4.8178,,,-0.107
v0102,with_abs,EMG,lt1,S018,5.3221,,,-0.463
v0102,with_abs,EMG,lt1,S019,9.0741,,,-0.682
v0102,with_abs,NIRS,lt1,S001,5.7245,,,-0.407
v0102,with_abs,NIRS,lt1,S002,3.3734,,,-0.114
v0102,with_abs,NIRS,lt1,S003,8.3111,,,-0.592
v0102,with_abs,NIRS,lt1,S004,3.7156,,,-0.104
v0102,with_abs,NIRS,lt1,S005,7.1171,,,-0.903
v0102,with_abs,NIRS,lt1,S006,2.9656,,,-0.029
v0102,with_abs,NIRS,lt1,S007,5.8617,,,-0.763
v0102,with_abs,NIRS,lt1,S008,3.2414,,,-0.112
v0102,with_abs,NIRS,lt1,S009,8.5437,,,-0.433
v0102,with_abs,NIRS,lt1,S010,7.1323,,,-0.218
v0102,with_abs,NIRS,lt1,S011,3.881,,,-0.048
v0102,with_abs,NIRS,lt1,S012,3.4224,,,-0.023
v0102,with_abs,NIRS,lt1,S013,5.659,,,-0.17
v0102,with_abs,NIRS,lt1,S014,4.7436,,,-0.009
v0102,with_abs,NIRS,lt1,S016,4.292,,,-0.278
v0102,with_abs,NIRS,lt1,S017,6.7716,,,-1.407
v0102,with_abs,NIRS,lt1,S018,4.7267,,,-0.116
v0102,with_abs,NIRS,lt1,S019,7.8841,,,-0.436
v0102,with_abs,EMG+NIRS,lt1,S001,6.3839,,,-0.972
v0102,with_abs,EMG+NIRS,lt1,S002,3.64,,,-0.347
v0102,with_abs,EMG+NIRS,lt1,S003,8.4585,,,-0.62
v0102,with_abs,EMG+NIRS,lt1,S004,4.2258,,,-0.5
v0102,with_abs,EMG+NIRS,lt1,S005,5.9148,,,-0.229
v0102,with_abs,EMG+NIRS,lt1,S006,4.3322,,,-1.424
v0102,with_abs,EMG+NIRS,lt1,S007,5.9889,,,-0.722
v0102,with_abs,EMG+NIRS,lt1,S008,3.6722,,,-0.536
v0102,with_abs,EMG+NIRS,lt1,S009,7.1241,,,-0.04
v0102,with_abs,EMG+NIRS,lt1,S010,8.0545,,,-0.402
v0102,with_abs,EMG+NIRS,lt1,S011,4.2155,,,-0.299
v0102,with_abs,EMG+NIRS,lt1,S012,3.51,,,-0.096
v0102,with_abs,EMG+NIRS,lt1,S013,7.6009,,,-1.193
v0102,with_abs,EMG+NIRS,lt1,S014,5.6373,,,-0.538
v0102,with_abs,EMG+NIRS,lt1,S016,4.5389,,,-0.424
v0102,with_abs,EMG+NIRS,lt1,S017,6.6962,,,-1.293
v0102,with_abs,EMG+NIRS,lt1,S018,5.4561,,,-0.514
v0102,with_abs,EMG+NIRS,lt1,S019,8.3623,,,-0.431
v0102,with_abs,EMG+NIRS+HRV,lt1,S001,6.0386,,,-0.706
v0102,with_abs,EMG+NIRS+HRV,lt1,S002,3.8076,,,-0.505
v0102,with_abs,EMG+NIRS+HRV,lt1,S003,8.7069,,,-0.706
v0102,with_abs,EMG+NIRS+HRV,lt1,S004,3.9641,,,-0.3
v0102,with_abs,EMG+NIRS+HRV,lt1,S005,6.2778,,,-0.387
v0102,with_abs,EMG+NIRS+HRV,lt1,S006,4.4421,,,-1.537
v0102,with_abs,EMG+NIRS+HRV,lt1,S007,5.2215,,,-0.306
v0102,with_abs,EMG+NIRS+HRV,lt1,S008,3.4683,,,-0.353
v0102,with_abs,EMG+NIRS+HRV,lt1,S009,7.2851,,,-0.056
v0102,with_abs,EMG+NIRS+HRV,lt1,S010,7.5284,,,-0.248
v0102,with_abs,EMG+NIRS+HRV,lt1,S011,4.2717,,,-0.335
v0102,with_abs,EMG+NIRS+HRV,lt1,S012,3.5408,,,-0.121
v0102,with_abs,EMG+NIRS+HRV,lt1,S013,7.7301,,,-1.227
v0102,with_abs,EMG+NIRS+HRV,lt1,S014,6.4281,,,-0.925
v0102,with_abs,EMG+NIRS+HRV,lt1,S016,4.5558,,,-0.439
v0102,with_abs,EMG+NIRS+HRV,lt1,S017,6.5076,,,-1.227
v0102,with_abs,EMG+NIRS+HRV,lt1,S018,5.2325,,,-0.42
v0102,with_abs,EMG+NIRS+HRV,lt1,S019,8.9643,,,-0.682
v0102,with_abs,EMG,lt2,S001,5.6036,5.6036,0.0,-0.339
v0102,with_abs,EMG,lt2,S002,3.3695,3.3695,0.0,-0.14
v0102,with_abs,EMG,lt2,S003,6.4189,6.4189,0.0,-0.121
v0102,with_abs,EMG,lt2,S004,4.6668,4.6668,0.0,-0.826
v0102,with_abs,EMG,lt2,S005,4.6049,4.6049,0.0,0.173
v0102,with_abs,EMG,lt2,S006,3.7006,3.7006,0.0,-0.834
v0102,with_abs,EMG,lt2,S008,3.1594,3.1594,0.0,-0.1
v0102,with_abs,EMG,lt2,S009,9.6061,9.6061,0.0,-0.892
